step,time,x_ego,v_ego,x_front,v_front,distance,safe_distance,collision,safety_violation,a_ego,a_front,reward,a_nom,use_cbf,method
1,0.1,1.9878852100670337,19.878852100670336,23.804406489868843,18.044064898688433,21.816521279801808,14.939426050335168,False,False,-1.2114789932966232,0.4406489868843162,1.8411170749471337,-1.2114789932966232,True,RL + CBF
2,0.2,3.9641680711507794,19.76282861083746,25.57485963119032,17.704531413214802,21.61069156003954,14.88141430541873,False,False,-1.1602348983287811,-3.3953348547363205,1.8416683591537462,-1.1602348983287811,True,RL + CBF
3,0.30000000000000004,5.927874392420053,19.637063212692738,27.307159544407178,17.32299913216856,21.379285151987126,14.818531606346369,False,False,-1.2576539814472198,-3.8153228104624044,1.8055369675642694,-1.2576539814472198,True,RL + CBF
4,0.4,7.878040764629841,19.501663722097874,29.036370672164896,17.29211127757717,21.158329907535055,14.750831861048937,False,False,-1.353994905948639,-0.3088785459139045,1.7668361516763011,-1.353994905948639,True,RL + CBF
5,0.5,9.814843683838845,19.368029192090034,30.76635813460268,17.299874624377843,20.951514450763835,14.684014596045017,False,False,-1.336345300078392,0.07763346800671389,1.7582210431048426,-1.336345300078392,True,RL + CBF
6,0.6000000000000001,11.73860565148294,19.237619676440953,32.5000499870484,17.336918524457193,20.761444335565457,14.618809838220477,False,False,-1.3040951564908028,0.370439000793519,1.7536955499258182,-1.3040951564908028,True,RL + CBF
7,0.7000000000000001,13.649788763895632,19.111831124126912,34.24130418822194,17.412542011735383,20.591515424326307,14.555915562063456,False,False,-1.2578855231404305,0.7562348727818908,1.7529555134800638,-1.2578855231404305,True,RL + CBF
8,0.8,15.54906238242984,18.992736185342075,35.955967739599046,17.146635513771063,20.406905357169208,14.496368092671037,False,False,-1.1909493878483772,-2.6590649796431958,1.7574375740925652,-1.1909493878483772,True,RL + CBF
9,0.9,17.43575013265014,18.86687750220299,37.67180508754507,17.158373479460213,20.23605495489493,14.433438751101495,False,False,-1.2585868313908577,0.11737965689150331,1.728283669005251,-1.2585868313908577,True,RL + CBF
10,1.0,19.310277095958593,18.745269633084536,39.351604465272786,16.79799377727719,20.041327369314192,14.372634816542268,False,False,-1.2160786911845207,-3.6037970218302426,1.7266422249931481,-1.2160786911845207,True,RL + CBF
11,1.1,21.171655123978855,18.61378028020263,41.04076907451489,16.89164609242107,19.869113950536036,14.306890140101315,False,False,-1.3148935288190842,0.936523151438795,1.6884835288072326,-1.3148935288190842,True,RL + CBF
12,1.2000000000000002,23.020599748492245,18.48944624513388,42.733780136070386,16.930110615554934,19.71318038757814,14.24472312256694,False,False,-1.2433403506875038,0.38464523133862816,1.6943551017486156,-1.2433403506875038,True,RL + CBF
13,1.3,24.85768400188536,18.37084253393114,44.43468333089596,17.009031948255704,19.576999329010597,14.18542126696557,False,False,-1.1860371120274067,0.7892133270076946,1.6964158502824829,-1.1860371120274067,True,RL + CBF
14,1.4000000000000001,26.683724862672396,18.260408607870342,46.096367621386186,16.61684290490228,19.41264275871379,14.130204303935171,False,False,-1.1043392606079578,-3.9218904335342355,1.7040843405350212,-1.1043392606079578,True,RL + CBF
15,1.5,28.497409312985845,18.13684450313449,47.765614761945,16.692471405588165,19.268205448959158,14.068422251567245,False,False,-1.2356410473585129,0.7562850068588263,1.6610035705217248,-1.2356410473585129,True,RL + CBF
16,1.6,30.299504376538106,18.020950635522606,49.40328405500392,16.376692930589176,19.103779678465816,14.010475317761303,False,False,-1.1589386761188507,-3.1577847499898954,1.6677811780518494,-1.1589386761188507,True,RL + CBF
17,1.7000000000000002,32.0890858508274,17.895814742892984,51.0416166537623,16.383325987583778,18.952530802934895,13.947907371446492,False,False,-1.2513589262962341,0.06633056994603415,1.632991558047172,-1.2513589262962341,True,RL + CBF
18,1.8,33.866615585871045,17.775297350436453,52.676259565140796,16.34642911378499,18.80964397926975,13.887648675218227,False,False,-1.2051739245653152,-0.3689687379878741,1.632285316198429,-1.2051739245653152,True,RL + CBF
19,1.9000000000000001,35.6323884722218,17.657728863507515,54.31759498995724,16.413354248164463,18.685206517735445,13.828864431753757,False,False,-1.1756848692893982,0.6692513437947458,1.6275493951631486,-1.1756848692893982,True,RL + CBF
20,2.0,37.38721719004214,17.54828717820347,55.933933301072585,16.163383111153458,18.54671611103044,13.774143589101735,False,False,-1.0944168530404568,-2.499711370110065,1.6350538929984493,-1.0944168530404568,True,RL + CBF
21,2.1,39.13037536919118,17.431581791490323,57.55523492527553,16.213016242029425,18.42485955608435,13.715790895745162,False,False,-1.1670538671314716,0.4963313087596788,1.6069567062703802,-1.1670538671314716,True,RL + CBF
22,2.2,40.862606608644136,17.32231239452959,59.1823221360475,16.270872107719722,18.319715527403368,13.661156197264795,False,False,-1.0926939696073532,0.578558656902977,1.6128332283313316,-1.0926939696073532,True,RL + CBF
23,2.3000000000000003,42.58475155673922,17.22144948095084,60.778367217342996,15.960450812954903,18.193615660603776,13.61072474047542,False,False,-1.008629135787487,-3.1042129476481897,1.620411674739143,-1.008629135787487,True,RL + CBF
24,2.4000000000000004,44.2956828390062,17.109312822669754,62.37028458160596,15.919173642629639,18.07460174259976,13.554656411334877,False,False,-1.1213665828108788,-0.412771703252641,1.5851849809624807,-1.1213665828108788,True,RL + CBF
25,2.5,45.9957086858526,17.000258468464025,63.954802517311286,15.845179357053295,17.959093831458688,13.500129234232013,False,False,-1.0905435420572758,-0.7399428557634447,1.5810973251341198,-1.0905435420572758,True,RL + CBF
26,2.6,47.68496933355929,16.892606477066884,65.51289716367542,15.580946463641274,17.82792783011613,13.446303238533442,False,False,-1.076519913971424,-2.642328934120218,1.5733711351889843,-1.076519913971424,True,RL + CBF
27,2.7,49.36264184072615,16.776725071668636,67.06630274322698,15.53405579551572,17.703660902500836,13.388362535834318,False,False,-1.1588140539824963,-0.4689066812555476,1.5433875059961288,-1.1588140539824963,True,RL + CBF
28,2.8000000000000003,51.02901012901218,16.663682882860314,68.6107755736809,15.444728304539135,17.58176544466872,13.331841441430157,False,False,-1.1304218880832195,-0.8932749097658392,1.5385829237802684,-1.1304218880832195,True,RL + CBF
29,2.9000000000000004,52.68414725665004,16.551371276378642,70.14818297563292,15.374074019520297,17.464035718982878,13.275685638189321,False,False,-1.1231160648167133,-0.7065428501883797,1.5289981581329264,-1.1231160648167133,True,RL + CBF
30,3.0,54.32822264805437,16.440753914043317,71.68958554478537,15.414025691524483,17.361362896731002,13.220376957021658,False,False,-1.1061736233532429,0.39951672004186234,1.5217133829040876,-1.1061736233532429,True,RL + CBF
31,3.1,55.962006662348294,16.33784014293925,73.19926923369421,15.096836889088395,17.237262571345916,13.168920071469625,False,False,-1.0291377110406756,-3.1718880243608636,1.527871571465321,-1.0291377110406756,True,RL + CBF
32,3.2,57.5843445553817,16.22337893033401,74.70723650799358,15.079672742993775,17.122891952611887,13.111689465167006,False,False,-1.1446121260523796,-0.1716414609461947,1.4913242011227863,-1.1446121260523796,True,RL + CBF
33,3.3000000000000003,59.19568952358329,16.113449682015936,76.18592171041128,14.786852024176877,16.99023218682799,13.056724841007968,False,False,-1.0992924831807613,-2.928207188168977,1.4905005718438211,-1.0992924831807613,True,RL + CBF
34,3.4000000000000004,60.79509371954949,15.994041959662,77.66490469507013,14.789829846588539,16.869810975520643,12.997020979831,False,False,-1.1940772235393524,0.029778224116617125,1.4568221543886553,-1.1940772235393524,True,RL + CBF
35,3.5,62.383104403214546,15.880106836650532,79.14561878053902,14.807140854688937,16.76251437732448,12.940053418325267,False,False,-1.1393512301146984,0.17311008100398584,1.4581985611086654,-1.1393512301146984,True,RL + CBF
36,3.6,63.96037289204078,15.772684888262313,80.61908236009084,14.734635795518184,16.658709468050063,12.886342444131156,False,False,-1.0742194838821888,-0.725050591707525,1.4618737388710197,-1.0742194838821888,True,RL + CBF
37,3.7,65.52706617488528,15.666932828444999,82.06869376541685,14.496114053260088,16.541627590531576,12.8334664142225,False,False,-1.0575205981731415,-2.3852174225809524,1.454858301288452,-1.0575205981731415,True,RL + CBF
38,3.8000000000000003,67.08244887530806,15.553827004227799,83.5116122546852,14.429184892683475,16.429163379377144,12.7769135021139,False,False,-1.1310582421720028,-0.6692916057661344,1.427453425704258,-1.1310582421720028,True,RL + CBF
39,3.9000000000000004,68.62672762700359,15.442787516955297,84.95148606114846,14.398738064632576,16.32475843414487,12.72139375847765,False,False,-1.11039487272501,-0.3044682805089869,1.4209810743581308,-1.11039487272501,True,RL + CBF
40,4.0,70.1603103183024,15.335826912987988,86.39587982731872,14.443937661702666,16.23556950901633,12.667913456493995,False,False,-1.06960603967309,0.4519959707009029,1.4191769832882837,-1.06960603967309,True,RL + CBF
41,4.1000000000000005,71.68389300960119,15.235826912987989,87.8427470376301,14.468672103113787,16.158854028028912,12.617913456493994,False,False,-1.0,0.24734441411121777,1.4235826912987988,-0.9838128462433815,True,RL + CBF
42,4.2,73.19747570089999,15.135826912987989,89.28659221478104,14.438451771509357,16.089116513881052,12.567913456493994,False,False,-1.0,-0.30220331604431494,1.413582691298799,-0.9070482142269611,True,RL + CBF
43,4.3,74.70105839219879,15.03582691298799,90.73835511629589,14.51762901514857,16.037296724097104,12.517913456493995,False,False,-1.0,0.7917724363921337,1.403582691298799,-0.859351921826601,True,RL + CBF
44,4.4,76.19464108349759,14.93582691298799,92.19941481875372,14.610597024578247,16.004773735256137,12.467913456493996,False,False,-1.0,0.9296800942967711,1.393582691298799,-0.7353020906448364,True,RL + CBF
45,4.5,77.67822377479638,14.83582691298799,93.66290843561573,14.634936168620072,15.984684660819354,12.417913456493995,False,False,-1.0,0.24339144041824357,1.383582691298799,-0.5935970991849899,True,RL + CBF
46,4.6000000000000005,79.15180646609518,14.73582691298799,95.10539183765188,14.424834020361487,15.953585371556699,12.367913456493994,False,False,-1.0,-2.1010214825858577,1.373582691298799,-0.49421781301498413,True,RL + CBF
47,4.7,80.61538915739398,14.63582691298799,96.54944303197577,14.440511943238914,15.934053874581792,12.317913456493995,False,False,-1.0,0.15677922877426353,1.3635826912987992,-0.5508757680654526,True,RL + CBF
48,4.800000000000001,82.06897184869278,14.535826912987991,97.98823476590452,14.387917339287519,15.91926291721174,12.267913456493996,False,False,-1.0,-0.5259460395139446,1.3535826912987992,-0.45721830427646637,True,RL + CBF
49,4.9,83.51255453999158,14.435826912987991,99.42850008956673,14.402653236621976,15.915945549575142,12.217913456493996,False,False,-1.0,0.1473589733445717,1.3435826912987991,-0.4077842980623245,True,RL + CBF
50,5.0,84.94613723129038,14.335826912987992,100.84110831150134,14.12608221934612,15.894971080210965,12.167913456493995,False,False,-1.0,-2.7657101727585522,1.3335826912987991,-0.3156118839979172,True,RL + CBF
51,5.1000000000000005,86.36971992258918,14.235826912987992,102.2542576954811,14.131493839797642,15.884537772891917,12.117913456493996,False,False,-1.0,0.05411620451521859,1.3235826912987991,-0.4074217528104782,True,RL + CBF
52,5.2,87.78330261388798,14.135826912987993,103.66455247466092,14.102947791798142,15.88124986077294,12.067913456493997,False,False,-1.0,-0.28546047999500046,1.3135826912987993,-0.3217571824789047,True,RL + CBF
53,5.300000000000001,89.18688530518678,14.035826912987993,105.07731445615657,14.127619814956503,15.890429150969794,12.017913456493996,False,False,-1.0,0.24672023158360545,1.3035826912987993,-0.2582922726869583,True,RL + CBF
54,5.4,90.58880501557147,14.019197103846833,106.4686651823271,13.913507261705256,15.879860166755634,12.009598551923418,False,False,-0.16629809141159058,-2.1411255325124774,1.3991542048639696,-0.16629809141159058,True,RL + CBF
55,5.5,91.98072472595615,13.919197103846834,107.86996236550665,14.012971831795552,15.889237639550501,11.959598551923417,False,False,-1.0,0.994645700902961,1.2919197103846833,-0.27614782750606537,True,RL + CBF
56,5.6000000000000005,93.37122233925393,13.904976132977769,109.26400226367879,13.940398981721327,15.892779924424858,11.952488066488884,False,False,-0.1422097086906433,-0.7257285007422445,1.3884752531731892,-0.1422097086906433,True,RL + CBF
57,5.7,94.76002646955668,13.888041303027435,110.66197852508073,13.979762614019307,15.901952055524049,11.944020651513718,False,False,-0.16934829950332642,0.39363632297980033,1.3859362456482769,-0.16934829950332642,True,RL + CBF
58,5.800000000000001,96.14748641110963,13.874599415529534,112.0350640475347,13.7308552245398,15.887577636425078,11.937299707764767,False,False,-0.13441887497901917,-2.4890738947950672,1.3856530981578912,-0.13441887497901917,True,RL + CBF
59,5.9,97.52494635266258,13.774599415529535,113.41661006069961,13.815460131649097,15.89166370803703,11.887299707764768,False,False,-1.0,0.8460490710929667,1.2774599415529535,-0.26565127074718475,True,RL + CBF
60,6.0,98.90100033598027,13.760539833176896,114.79064149310396,13.74031432404353,15.889641157123691,11.880269916588448,False,False,-0.14059582352638245,-0.7514580760556706,1.3740772647583834,-0.14059582352638245,True,RL + CBF
61,6.1000000000000005,100.26705431929796,13.660539833176896,116.12519714524586,13.345556521419073,15.858142825947908,11.830269916588449,False,False,-1.0,-3.9475780262445612,1.2660539833176896,-0.17083120346069336,True,RL + CBF
62,6.2,101.62310830261565,13.560539833176897,117.42467701873983,12.994798734939682,15.80156871612418,11.780269916588448,False,False,-1.0,-3.507577864793908,1.2560539833176896,-0.33107423782348633,True,RL + CBF
63,6.300000000000001,102.96916228593334,13.460539833176897,118.72493351352063,13.002564947808013,15.755771227587289,11.730269916588448,False,False,-1.0,0.07766212868330569,1.2460539833176898,-0.48838235437870026,True,RL + CBF
64,6.4,104.30521626925102,13.360539833176897,120.03203062614863,13.070971126279934,15.726814356897606,11.680269916588449,False,False,-1.0,0.6840617847192114,1.2360539833176898,-0.40449559688568115,True,RL + CBF
65,6.5,105.63127025256871,13.260539833176898,121.30471141235684,12.726807862082161,15.673441159788126,11.63026991658845,False,False,-1.0,-3.441632641977721,1.2260539833176898,-0.28107714653015137,True,RL + CBF
66,6.6000000000000005,106.9473242358864,13.160539833176898,122.58678411353145,12.820727011746095,15.639459877645052,11.580269916588449,False,False,-1.0,0.9391914966393491,1.2160539833176898,-0.43115465342998505,True,RL + CBF
67,6.7,108.2533782192041,13.060539833176898,123.85922976049352,12.724456469620684,15.605851541289425,11.530269916588448,False,False,-1.0,-0.962705421254114,1.2060539833176898,-0.2902885228395462,True,RL + CBF
68,6.800000000000001,109.54943220252179,12.960539833176899,125.1263348929324,12.671051324388888,15.57690269041062,11.48026991658845,False,False,-1.0,-0.5340514523179591,1.19605398331769,-0.27468396723270416,True,RL + CBF
69,6.9,110.83548618583947,12.8605398331769,126.39119723825257,12.648623453201722,15.555711052413102,11.43026991658845,False,False,-1.0,-0.2242787118716565,1.18605398331769,-0.2319330871105194,True,RL + CBF
70,7.0,112.11154016915717,12.7605398331769,127.66100201642749,12.698047781749159,15.549461847270322,11.38026991658845,False,False,-1.0,0.49424328547436924,1.17605398331769,-0.17088252305984497,True,RL + CBF
71,7.1000000000000005,113.37759415247486,12.6605398331769,128.92353589911562,12.625338826881295,15.545941746640764,11.330269916588449,False,False,-1.0,-0.72708954867863,1.16605398331769,-0.07256445288658142,True,RL + CBF
72,7.2,114.63364813579254,12.5605398331769,130.14849665091856,12.249607518029443,15.514848515126019,11.28026991658845,False,False,-1.0,-3.7573130885185253,1.15605398331769,-0.04210421442985535,True,RL + CBF
73,7.300000000000001,115.87970211911023,12.4605398331769,131.33560728530364,11.871106343850661,15.455905166193403,11.230269916588451,False,False,-1.0,-3.785011741787814,1.1460539833176902,-0.1799386441707611,True,RL + CBF
74,7.4,117.11575610242792,12.360539833176901,132.52697769929637,11.913704139927196,15.411221596868444,11.18026991658845,False,False,-1.0,0.4259779607653533,1.1360539833176901,-0.352566733956337,True,RL + CBF
75,7.5,118.3418100857456,12.260539833176901,133.70859923289228,11.816215335959019,15.366789147146676,11.13026991658845,False,False,-1.0,-0.9748880396817683,1.1260539833176901,-0.2486635446548462,True,RL + CBF
76,7.6000000000000005,119.5578640690633,12.160539833176902,134.86956629308818,11.609670601959072,15.311702224024884,11.08026991658845,False,False,-1.0,-2.065447339999456,1.1160539833176901,-0.2380787432193756,True,RL + CBF
77,7.7,120.76391805238099,12.060539833176902,136.0245992179773,11.55032924889127,15.260681165596324,11.030269916588452,False,False,-1.0,-0.593413530678019,1.1060539833176901,-0.3015115559101105,True,RL + CBF
78,7.800000000000001,121.95997203569868,11.960539833176902,137.18450865994794,11.599094419706288,15.224536624249254,10.980269916588451,False,False,-1.0,0.4876517081501859,1.09605398331769,-0.26727382838726044,True,RL + CBF
79,7.9,123.14602601901638,11.860539833176903,138.34604528046404,11.61536620516094,15.200019261447665,10.93026991658845,False,False,-1.0,0.16271785454651555,1.0860539833176903,-0.16335776448249817,True,RL + CBF
80,8.0,124.32208000233406,11.760539833176903,139.51451847700994,11.684731965458948,15.192438474675882,10.880269916588452,False,False,-1.0,0.6936576029800705,1.0760539833176903,-0.08479854464530945,True,RL + CBF
81,8.1,125.48813398565176,11.660539833176903,140.68286706784122,11.683485908312694,15.194733082189458,10.830269916588453,False,False,-1.0,-0.012460571462540093,1.0660539833176903,0.015327602624893188,True,RL + CBF
82,8.200000000000001,126.65492124050866,11.667872548569017,141.8577952766635,11.74928208822273,15.202874036154839,10.833936274284508,False,False,0.07332715392112732,0.6579617991003575,1.1662495677066846,0.07332715392112732,True,RL + CBF
83,8.3,127.82268681709665,11.677655765879923,143.02309500952933,11.652997328658211,15.200408192432675,10.838827882939961,False,False,0.09783217310905457,-0.962847595645181,1.1668084631784683,0.09783217310905457,True,RL + CBF
84,8.4,128.98045239368466,11.577655765879923,144.15812164461389,11.350266350845617,15.177669250929227,10.788827882939962,False,False,-1.0,-3.0273097781259364,1.0577655765879923,0.051286011934280396,True,RL + CBF
85,8.5,130.12821797027266,11.477655765879923,145.29452530844017,11.364036638262913,15.166307338167513,10.738827882939962,False,False,-1.0,0.13770287417296267,1.0477655765879923,-0.03771200776100159,True,RL + CBF
86,8.6,131.26598354686064,11.377655765879924,146.4407012953547,11.461759869145403,15.17471774849406,10.688827882939961,False,False,-1.0,0.9772323088248978,1.0377655765879923,0.030422359704971313,True,RL + CBF
87,8.700000000000001,132.40502962731767,11.390460804570491,147.58448010572172,11.437788103670114,15.17945047840405,10.695230402285246,False,False,0.12805038690567017,-0.2397176547528992,1.13740639029838,0.12805038690567017,True,RL + CBF
88,8.8,133.54520402399834,11.401743966806706,148.73316560470687,11.486854989851414,15.187961580708532,10.700871983403353,False,False,0.11283162236213684,0.4906688618130042,1.1389012991801835,0.11283162236213684,True,RL + CBF
89,8.9,134.68665522578183,11.414512017834957,149.87714949484527,11.439838901383975,15.190494269063436,10.70725600891748,False,False,0.12768051028251648,-0.4701608846743812,1.1398209705128952,0.12768051028251648,True,RL + CBF
90,9.0,135.82913455076527,11.424793249834353,150.98853506894196,11.113855740966796,15.159400518176682,10.712396624917176,False,False,0.10281231999397278,-3.2598316041717874,1.141422287669181,0.10281231999397278,True,RL + CBF
91,9.1,136.9616138757487,11.324793249834354,152.09412412323692,11.055890542949765,15.132510247488227,10.662396624917177,False,False,-1.0,-0.5796519801703208,1.0324793249834354,-0.06565999984741211,True,RL + CBF
92,9.200000000000001,138.08409320073213,11.224793249834354,153.19104390715898,10.969197839220588,15.106950706426858,10.612396624917178,False,False,-1.0,-0.8669270372917701,1.0224793249834354,-0.03445696830749512,True,RL + CBF
93,9.3,139.19657252571557,11.124793249834354,154.2940587823559,11.030148751969257,15.097486256640337,10.562396624917177,False,False,-1.0,0.6095091274866908,1.0124793249834354,-0.019501417875289917,True,RL + CBF
94,9.4,140.29905185069902,11.024793249834355,155.39986287517044,11.058040928145244,15.100811024471426,10.512396624917177,False,False,-1.0,0.27892176175988026,1.0024793249834354,0.06871071457862854,True,RL + CBF
95,9.5,141.40285898209564,11.03807131396609,156.51416312739295,11.143002522225114,15.11130414529731,10.519035656983046,False,False,0.13278064131736755,0.8496159407987014,1.102044061525744,0.13278064131736755,True,RL + CBF
96,9.600000000000001,142.5082687327826,11.05409750686961,157.61978260142914,11.056194740361919,15.11151386864654,10.527048753434805,False,False,0.16026192903518677,-0.8680778186319524,1.102841362097153,0.16026192903518677,True,RL + CBF
97,9.700000000000001,143.61486824194915,11.065995091665561,158.7308456360562,11.110630346270568,15.115977394107034,10.532997545832782,False,False,0.11897584795951843,0.5443560590864935,1.1051839839267874,0.11897584795951843,True,RL + CBF
98,9.8,144.72282261207715,11.079543701279933,159.85054811206717,11.197024760109935,15.12772549999002,10.539771850639966,False,False,0.13548609614372253,0.8639441383936746,1.1061187219031667,0.13548609614372253,True,RL + CBF
99,9.9,145.8324093910029,11.095867789257342,160.9349378298006,10.843897177334219,15.102528438797691,10.54793389462867,False,False,0.16324087977409363,-3.5312758277571588,1.1069220204427923,0.16324087977409363,True,RL + CBF
